"","sub","W"
"1729","65ddee04a68d4dff669e845a",0.233
"1730","65ff48ba8866040c0d0649c5",0.4585
"1731","6606cd950553803dac8fc930",0.2285
"1732","6610c803ca46e7e9a88237bd",0.038
"1733","662ff055ea23157642acb07a",0.2425
"1734","663d19e59cd1e42ebc5df4db",0.2215
"1735","6655d98e0c25d604ec1c31fe",0.2445
"1736","6658b68819546bf4a7e5459b",0.273
"1737","6658bae2181c5007b0438c8c",0.2485
"1738","665991c234807918069ab5ee",0.2435
"1739","665a3cba6c9708bd900aa06f",0.435
"1740","665b138b6d5d0cc11540ba36",0.2325
"1741","665c790a98cf6c7245fcb47c",0.233
"1742","665d9797303623aeb81d13d2",0.812
"1743","665dd746f5ea0c66ebd85edb",0.2305
"1744","665f0de7cbc0247252ce111e",0.2355
"1745","666495712bc047e006f503b2",0.2425
"1746","666abd19f45a3ce0f5ff549d",0.2395
"1747","666d6e1d7afd913056d66940",0.354
"1748","667ac1e4447127fef5e79a1d",0.131
"1749","667bf6ac2a011549876ca80e",0.636
"1750","668d82d4a86891ad552112b1",0.1585
"1751","669a4f388b2de8df723faf1e",0.0595
"1752","669f45c902420af78b04a9b1",0.2205
"1753","66b4f1af8606691a7620b3ba",0.227
"1754","66b77651c316cad04821baf1",0.198
"1755","66c9da3e822db63cca285957",0.21
"1756","66cf019f40bf183acd116e6f",0.082
"1757","66d75565ba4a7f247a2889d3",0.21
"1758","66dca89db8837080fa1a725c",0.1195
"1759","66e2d023237b2b8f45109d79",0.2535
"1760","66e6b26efa6cce78584c85fb",0.1415
"1761","66e6effae90f3e563b3bc8e6",0.2295
"1762","66e74201b4b42974891e3cb4",0.2485
"1763","66eb44c15df514b90352f406",0.1465
"1764","66f17bd9eb26cc9b796288e8",0.1505
"1765","6711776eb69ec0c9193c271f",0.241
"1766","6717928a9209555f9d0fcd3b",0.2325
"1767","6717d0f52cc5e0a7f13b596a",0.237
"1768","67195927c4149c2053b278da",0.088
"1769","671bed26dc2ca18459f5e401",0.2255
"1770","671c06594c622a4180fa48e8",0.243
"1771","671ec2ffd89afa2ce6dea859",0.0145
"1772","671f56c6e0a21dd2688719a6",0.0115
"1773","671f83cb88d5d5285e0f0cf3",0.239
"1774","6720fac9de5f92d8f5cbf566",0.239
"1775","6723b66511d2aa14bf7a47b5",0.2425
"1776","6724abb077c02911dc8d8e12",0.2425
"1777","67261e11a3b1f0efae30f22e",0.254
"1778","6729651bb846b5b1f532142c",0.0105
"1779","672c8a3b9fb83ab9c5f02fd2",0.243
"1780","672ce23e44a5e0b8e83a7be2",0.252
"1781","54f4e2d1fdf99b4e913fdf01",0.165
"1782","564d1fedb48dec0005b5191d",0.114
"1783","56b10faa6399f90011da710d",0.111
"1784","5702fde2d4cf7f00089471f3",0.257
"1785","5823327065c6030001570465",0.1605
"1786","5b7ed69fe77c4e00011d745c",0.231
"1787","5c0cb29e1b80df00017843d2",0.162
"1788","5c161b54e32f860001663990",0.03
"1789","5c4f9227af9f500001be902e",0.1605
"1790","5c5297ba1841c80001393988",0.023
"1791","5c86f9ced810a700169ddfe7",0.0345
"1792","5cb6a087c515b0001a70d108",0.178
"1793","5ce6525a185715001708c627",0.217
"1794","5d2de4db914b6e001877da8f",0.062
"1795","5d9cb58ee8783f0019c8bd06",0.0275
"1796","5e06b4cb19232d0875f2276d",0.02
"1797","5e3198f91ddb1216f4cb722f",0.0335
"1798","5e94b43203807b339eef4947",0.019
"1799","5f5c153172bd1b1d6551a191",0.1755
"1800","5f5e2f5c2a36a46a00711c26",0.1555
"1801","5f61023f891bb903b975dbee",0.165
"1802","5f916f51cb8f4705a62f4799",0.808
"1803","5fb274f5557bcc848df4293a",0.1645
"1804","5ff3b5986d65c5a24eebd036",0.0585
"1805","600552740dbd6673a1ffda30",0.1675
"1806","604e85ad5a3e89264977323b",0.1255
"1807","606605d4808361864cfe3db6",0.174
"1808","608bfa04767191aa4d57bfd8",0.063
"1809","609ac2fa3340da7e2c5557ee",0.0995
"1810","60ca0f9779fb2693dce5f485",0.209
"1811","60de08e4fe761c144c0c8374",0.014
"1812","61084dbab48ab21fce452554",0.16
"1813","6113d05ff415bab1824688e3",0.0395
"1814","612cebaa82955dc557a8ba2c",0.1455
"1815","61435b26170aa14747574253",0.153
"1816","614ce29d78ae25eced10ede1",0.044
"1817","6151e69a392433707e7a9dfb",0.1695
"1818","616604bed27acb2f4e2841a9",0.0795
"1819","6296290ec41bde1525dbb77e",0.1005
"1820","62b2f74cf3794e252cc7d1a7",0.5335
"1821","62bb31196b1faed16b34e914",0.1305
"1822","62fb8e94ce94179d6a4e8277",0.015
"1823","634d7fd5face88069f7ff6ff",0.1655
"1824","637f7bb38148548ea0459ffb",0.6525
"1825","6384f755b4cc19e1153f51bb",0.162
"1826","63c0a40fed93c574b9ec5643",0.051
"1827","63d1991a59aef0f7e6dbd731",0.04
"1828","63d7d6bf5c5183a15ab3af86",0.064
"1829","63f2f1469fb6bfe8a8cef51f",0.149
"1830","6400dbb883a12b7946a0c4b5",0.194
"1831","656083eb366411e4a862f58c",0.03
"1832","65c345d3a0adaf7cbf1e48a8",0.1695
"1833","65d2132e0d4bcd2c8f30dada",0.1625
"1834","65e9fbe46ad3a93ae116ca4b",0.159
"1835","660ffc3c675137823736c3ee",0.169
"1836","66293a86e40515e886439323",0.172
"1837","663e78ca1f6562b985edaa83",0.1325
"1838","6658beae5669d166e3c15990",0.1085
"1839","6658cf093c3b7a255aeae9eb",0.1625
"1840","6658d13e8f1ee667f426421c",0.164
"1841","6664aff313672880c2b0ba59",0.103
"1842","6677328704eab5e142f81a4c",0.1555
"1843","667ec419bd37280f9e03ec9f",0.1965
"1844","66861f98588bfc85c98bb613",0.163
"1845","668baa39eb2126795d1f2355",0.1605
"1846","66ae48b54f66a46055daf986",0.0165
"1847","66b9e5e83c51affe5bd86e77",0.1065
"1848","66bbeb249419dc027c25d5e9",0.097
"1849","66beb7a1951f8a18b03cd9c5",0.1585
"1850","66bf4ec121654a498f9308ad",0.0845
"1851","66c3abdf2beb36fcb3801638",0.0955
"1852","66c91d4887c1b0a1e2c650e7",0.174
"1853","66caec76f2a174deb1bd914a",0.1555
"1854","66ccbe75db1b31c5dabaf54a",0.166
"1855","66e464861f78048b57ab0f50",0.16
"1856","670eb5013466794edcc2d833",0.1305
"1857","6713e46bc18defdffc7ebc56",0.1575
"1858","6717fb1b679c0f9dc5bbe2d4",0.154
"1859","67184213a3401b36ab9fd18d",0.7225
"1860","6718fc2ee468bbc21848a064",0.1515
"1861","671a81bb0efaa0b31af6782f",0.166
"1862","671b9e5546a2a9d3d0530f1b",0.166
"1863","671bf2e4ddd9c375e013a764",0.158
"1864","672367820c8403df2eadd46c",0.1595
"1865","6723809251e48c7a0429a99d",0.159
"1866","6723f2fb0b11496b64e7e922",0.1785
"1867","6724a4283681d97e1fdb3896",0.088
"1868","6727a836785154712f1ad48d",0.1765
"1869","6731b01bfd9378c779b76209",0.1235
"1870","673243b876315ab651b45af5",0.1705
"1871","67362ff6506d101b1ef9224f",0.167
"1872","67387b300487eed5ec3fa8a1",0.156
"1873","6738ac6767761a8cb14698ed",0.1585
"1874","673a5584f867e07b649219c7",0.1885
"1875","673b694b8d15e20276e3ce1a",0.1425
"1876","673b99cbda90e69e43400fd6",0.127
"1877","673c4e412f554dedb25d4790",0.159
"1878","673c994fc9314dd2c72dddf4",0.1775
"1879","673ca3fc554d5fe9e89bf84e",0.2065
"1880","673ecf8a8911599ad3a491c7",0.126
"1881","55057a56fdf99b5b566a70bb",0.061
"1882","592dc86c61bcd8000107c131",0.863
"1883","59f4fa78da08940001d4e7b7",0.4285
"1884","5a94d2e989de8200013ecab6",0.008
"1885","5b844bb6db11320001c56ca3",0.435
"1886","5ba11949a896050001d50742",0.051
"1887","5c005838232b6c0001221acf",0.426
"1888","5c0765e10ea1410001a9dc5f",0.4075
"1889","5cadb168466544001a69832d",0.3995
"1890","5d514a73f20feb00160b5e0e",0.5905
"1891","5de401d34c451d000a669419",0.331
"1892","5e346dedaf532102529ce9da",0.089
"1893","5e9dd5a16af8f212466d212c",0.3995
"1894","5ee013785a5719357e9ce0cf",0.402
"1895","5eede63f737c352242d67b5b",0.0175
"1896","5ef34cc943115906d6aa397f",0.9595
"1897","5f1f680d643ad300084c7e93",0.012
"1898","5f5b4aa99a3ef626581a1473",0.007
"1899","5f69fe3c1acc2b021e1de5cb",0.4385
"1900","5fb29271661abe46e8d138b4",0.4815
"1901","5fc10e3c8200cf0b1b66714c",0.4535
"1902","608f39d2c76e436967135846",0.342
"1903","609a8fcba507c32068ec0a06",0.3455
"1904","60a52bc9508aa2f378ed5a48",0.232
"1905","60c57903a2db0249ed2779b1",5e-04
"1906","60ff7c8f4f066ccf6fe05587",0.0045
"1907","6116f994419d66823ecd35b0",0.4405
"1908","6132111b5009ce6f407e6efc",0.415
"1909","6150b927614a4f154f311f9d",0.0485
"1910","615cc45a8fd8190ef65c30c5",0.765
"1911","62a1979157e5b6c9a24af760",0.467
"1912","62c5c654b6766b67b006d783",0.008
"1913","631b1437200a529b7f31919d",0.0035
"1914","636a354233b567a40c34ef2f",0.4275
"1915","63d9a2f4809dc6997a950a35",0.0265
"1916","63ebd5297f7ce451891b14c4",0.883
"1917","63f77915c48d021a3bf77b0f",0.001
"1918","64013d507ab5a4cdc0c1a29a",0.4785
"1919","643bd8390dc7e4b22596d52b",0.3715
"1920","6440d89ef8ed3b64dd035044",0.003
"1921","654585f747eeb23dde2b3ff6",0.0065
"1922","656003dc8bea916cc4815b0a",0.1315
"1923","65999a30a97e20e20316eb03",0.441
"1924","65d9f7d2bd4d3cddb74feb06",0.1085
"1925","65e8c595cd52544a59299beb",0.4025
"1926","6600945379b948e6cf8a03a0",0.0045
"1927","660c153f430b6311d10dc89f",0.593
"1928","6612c945cebe319d923b80f8",0.1315
"1929","663730456acb6562b087057d",0.4235
"1930","6640ebff6fd8319ba014acb0",0.4635
"1931","664cd1c6545aa0f362493dd9",0.6925
"1932","664db4c849087dd826353e2e",0.8425
"1933","664e3bac1567a06f192c03e1",0.43
"1934","6653b92cc7f248306bafe316",0.456
"1935","665bf5d1d0a8c603ab8b5f9a",0.4015
"1936","665c8d0b3e222f89e8e05020",0.419
"1937","665ef56136c128149c839a37",0.397
"1938","66671eb793963236857d7446",0.375
"1939","666ececc47ca746d72d7ac74",0.4325
"1940","6685686783826429e605639e",0.3845
"1941","6686b7108c4fc236ebff867b",0.587
"1942","668be37946530c3be50aa890",0.423
"1943","669fdd9876ede0e213a3d0f0",0.923
"1944","66a049748b57caf868c3179d",0.23
"1945","66a172f44449cd36fe74120a",0.4075
"1946","66a934ee4699d12335b4de09",0.0085
"1947","66ac6629c0da194f918ca3fb",0.9825
"1948","66ad0a59a986313249ba0f08",0.932
"1949","66b26260d66ffbb040dd8019",0.49
"1950","66b525ddeb780d4444e0b774",0.427
"1951","66b7a3818425a6fff0ac91e9",0.5105
"1952","66d5f2130a1471cb7c8aca2d",0.093
"1953","66e51626d4a3157cfec3fafa",0.498
"1954","670fc4f7fa5ba762b4142f94",0.3675
"1955","67157c1e5c688c4ea0bd352e",0.49
"1956","67160a8041dfd5764e606512",0.41
"1957","6716e87e4a6b1dfc6b44716f",0.4255
"1958","67190052fd6a0a98c68ed9d8",0.2995
"1959","672150e3e2530417bc38d85f",0.3775
"1960","67226696d431959f7423ec9f",0.4395
"1961","67236d7fadd6365361bd7cc0",0.3625
"1962","6728b04d2eec238f25855a41",0.058
"1963","67292f5b77e0c806cf844b00",0.55
"1964","672a4c240b1d0e2d41641109",0.4645
"1965","672ae3054ad1948d2359ea53",0.336
"1966","672b491b7323ffdc775a3106",0.4365
"1967","672b5260396b3b084c19fecb",0.4035
"1968","6730d9093af730fa8f4abd93",0.395
"1969","6733c548201815f76acf22a9",0.3935
"1970","6734d27fde4e1fd7aed15f70",5e-04
"1971","6737dbf6689881445b7c0d66",0.002
"1972","673ed175d1ab67f5acdd4b4e",0.426
"1973","673fde4dc22500c739ff14a9",0.509
"1974","67406d40962a97ccde687e06",0.008
"1975","6740c61d78c4426b8badfd52",0.5395
"1976","6740eaa45933702cc4dcbc17",0.4355
"1977","6740f926c212c5979b428f1e",0.409
"1978","67422ae65d59e184500eed0d",0.462
"1979","6743cd87f8db5a6a6c3672bc",0.007
"1980","6743ec96f8db5a6a6c3678bb",0.39
