stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_step1_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimUp,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimUp_index,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_fixation_cross.started,pl2_fixation_cross.stopped,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_stimUp,pl2_task_stimLeftBg,pl2_task_stimLeft,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,pl3_instructions_keyresp.keys,pl3_instructions_keyresp.rt,pl3_instructions_keyresp.duration,pl3_task_lickert.response,pl3_task_lickert.rt,pl3_task_keyresp.keys,pl3_task_keyresp.rt,pl3_task_keyresp.duration,pl3_task_confidence_lickert.response,pl3_task_confidence_lickert.rt,pl3_task_stimLeftBg,pl3_task_stimRightBg,pl3_task_stimLeft,pl3_task_stimRight,pl3_loop.thisRepN,pl3_loop.thisTrialN,pl3_loop.thisN,pl3_loop.thisIndex,pl3_loop.ran,pl4_instructions_keyresp.keys,pl4_instructions_keyresp.rt,pl4_instructions_keyresp.duration,pl4_task_lickert.response,pl4_task_lickert.rt,pl4_task_keyresp.keys,pl4_task_keyresp.rt,pl4_task_keyresp.duration,pl4_task_confidence_lickert.response,pl4_task_confidence_lickert.rt,pl4_task_stimLeft,pl4_task_stimRight,pl4_loop.thisRepN,pl4_loop.thisTrialN,pl4_loop.thisN,pl4_loop.thisIndex,pl4_loop.ran,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,k,1,red_gnome,1,3,bright_forest,red_basket,purple_gnome,1,8,dark_forest,yellow_basket,0,0,1,0,purple_gnome,dark_forest,yellow_basket,192,-1,0,19,0,38,0,1,0.7539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,k,2,brown_gnome,2,2,bright_forest,red_basket,green_gnomes,2,8,dark_forest,yellow_basket,8,0,0,1,green_gnomes,dark_forest,yellow_basket,200,-3,0,19,1,39,1,1,0.5824,,space,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,s,2,green_gnomes,2,8,dark_forest,yellow_basket,brown_gnome,2,1,bright_forest,red_basket,8,0,0,1,green_gnomes,dark_forest,yellow_basket,208,2,-3,20,0,40,1,1,0.6001,,space,0.1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,k,1,red_gnome,1,3,bright_forest,red_basket,purple_gnome,1,5,dark_forest,yellow_basket,0,0,1,0,purple_gnome,dark_forest,yellow_basket,208,2,-1,20,1,41,0,1,0.7005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,s,2,green_gnomes,2,4,dark_forest,yellow_basket,brown_gnome,2,5,bright_forest,red_basket,4,0,0,1,green_gnomes,dark_forest,yellow_basket,212,-1,-3,21,0,42,1,1,0.8775,,space,0.2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,k,1,red_gnome,1,4,bright_forest,red_basket,purple_gnome,1,1,dark_forest,yellow_basket,1,0,0,1,purple_gnome,dark_forest,yellow_basket,213,0,0,21,1,43,0,1,0.4715,,space,0.0984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,s,1,red_gnome,1,4,bright_forest,red_basket,purple_gnome,1,1,dark_forest,yellow_basket,4,0,0,1,red_gnome,bright_forest,red_basket,217,-1,3,22,0,44,0,1,0.7602,,space,0.1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,k,1,red_gnome,1,3,bright_forest,red_basket,purple_gnome,1,4,dark_forest,yellow_basket,4,0,0,1,purple_gnome,dark_forest,yellow_basket,221,1,2,22,1,45,0,1,0.6633,,space,0.1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,s,2,green_gnomes,2,6,dark_forest,yellow_basket,brown_gnome,2,4,bright_forest,red_basket,6,0,0,1,green_gnomes,dark_forest,yellow_basket,227,-4,2,23,0,46,1,1,0.711,,space,0.1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,k,1,red_gnome,1,0,bright_forest,red_basket,purple_gnome,1,8,dark_forest,yellow_basket,8,0,0,1,purple_gnome,dark_forest,yellow_basket,235,2,-1,23,1,47,0,1,0.6796,,space,0.2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,s,2,green_gnomes,2,7,dark_forest,yellow_basket,brown_gnome,2,2,bright_forest,red_basket,7,0,0,1,green_gnomes,dark_forest,yellow_basket,242,0,-2,24,0,48,1,1,0.4636,,space,0.0831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,k,2,brown_gnome,2,2,bright_forest,red_basket,green_gnomes,2,5,dark_forest,yellow_basket,5,0,0,1,green_gnomes,dark_forest,yellow_basket,247,3,0,24,1,49,1,1,0.4971,,space,0.0597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,s,1,purple_gnome,1,5,dark_forest,yellow_basket,red_gnome,1,5,bright_forest,red_basket,5,0,0,1,purple_gnome,dark_forest,yellow_basket,252,-3,-1,25,0,50,0,1,0.3221,,space,0.1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,k,1,red_gnome,1,2,bright_forest,red_basket,purple_gnome,1,4,dark_forest,yellow_basket,4,0,0,1,purple_gnome,dark_forest,yellow_basket,256,-1,0,25,1,51,0,1,0.4802,,space,0.0279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,k,1,purple_gnome,1,4,dark_forest,yellow_basket,red_gnome,1,1,bright_forest,red_basket,1,0,0,1,red_gnome,bright_forest,red_basket,257,0,0,26,0,52,0,1,0.6642,,space,0.2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,s,1,purple_gnome,1,4,dark_forest,yellow_basket,red_gnome,1,1,bright_forest,red_basket,4,0,0,1,purple_gnome,dark_forest,yellow_basket,261,1,-6,26,1,53,0,1,0.5141,,space,0.1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,s,1,purple_gnome,1,2,dark_forest,yellow_basket,red_gnome,1,2,bright_forest,red_basket,2,0,0,1,purple_gnome,dark_forest,yellow_basket,263,0,3,27,0,54,0,1,0.5058,,space,0.0992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,k,2,brown_gnome,2,2,bright_forest,red_basket,green_gnomes,2,5,dark_forest,yellow_basket,5,0,0,1,green_gnomes,dark_forest,yellow_basket,268,0,3,27,1,55,1,1,0.5777,,space,0.1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,k,2,brown_gnome,2,2,bright_forest,red_basket,green_gnomes,2,8,dark_forest,yellow_basket,8,0,0,1,green_gnomes,dark_forest,yellow_basket,276,0,0,28,0,56,1,1,0.6634,,space,0.1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,k,2,brown_gnome,2,2,bright_forest,red_basket,green_gnomes,2,8,dark_forest,yellow_basket,8,0,0,1,green_gnomes,dark_forest,yellow_basket,284,0,-2,28,1,57,1,1,0.5481,,space,0.1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,s,2,green_gnomes,2,6,dark_forest,yellow_basket,brown_gnome,2,2,bright_forest,red_basket,6,0,0,1,green_gnomes,dark_forest,yellow_basket,290,1,-2,29,0,58,1,1,0.7869,,space,0.1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,k,2,brown_gnome,2,3,bright_forest,red_basket,green_gnomes,2,4,dark_forest,yellow_basket,4,0,0,1,green_gnomes,dark_forest,yellow_basket,294,-2,-3,29,1,59,1,1,0.5442,,space,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,s,1,purple_gnome,1,1,dark_forest,yellow_basket,red_gnome,1,1,bright_forest,red_basket,1,0,0,1,purple_gnome,dark_forest,yellow_basket,295,3,0,30,0,60,0,1,0.5296,,space,0.0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,k,2,green_gnomes,2,1,dark_forest,yellow_basket,brown_gnome,2,4,bright_forest,red_basket,4,0,0,1,brown_gnome,bright_forest,red_basket,299,-2,0,30,1,61,1,1,0.4059,,space,0.1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,s,2,green_gnomes,2,1,dark_forest,yellow_basket,brown_gnome,2,2,bright_forest,red_basket,1,0,0,1,green_gnomes,dark_forest,yellow_basket,300,-2,-1,31,0,62,1,1,0.7298,,space,0.1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,k,2,green_gnomes,2,0,dark_forest,yellow_basket,brown_gnome,2,0,bright_forest,red_basket,0,0,0,1,brown_gnome,bright_forest,red_basket,300,3,-1,31,1,63,1,1,0.3632,,space,0.2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,k,2,brown_gnome,2,3,bright_forest,red_basket,green_gnomes,2,1,dark_forest,yellow_basket,1,0,0,1,green_gnomes,dark_forest,yellow_basket,301,1,-1,32,0,64,1,1,0.5351,,space,0.2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119131,001,2023-11-29_12h44.13.677,experiment,2023.2.3,Win32,60.13590715,60d0a494fed3818eb7db0a55,6565e374d7a26d4a2f484f2a,656731e8c1ee019c47004a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,s,1,purple_gnome,1,0,dark_forest,yellow_basket,red_gnome,1,4,bright_forest,red_basket,0,0,0,1,purple_gnome,dark_forest,yellow_basket,301,-1,2,32,1,65,0,1,0.5331,,space,0.2876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
