parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step2_keyresp.rt,p_step2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step1_keyresp.keys
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,234.8023,235.4554,,,,,,,,1,p_blue_gnome,1,7,p_green_forest,p_green_basket,p_green_gnome,1,2,p_yellow_forest,p_blue_basket,0,5,1,0,0,p_blue_gnome,p_green_forest,p_green_basket,40,2,1,9,2,1,1,5,space,0.446599998,0.000200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,238.6647,239.3216,,,,,,,,1,p_green_gnome,1,2,p_yellow_forest,p_blue_basket,p_blue_gnome,1,7,p_green_forest,p_green_basket,0,1,1,0,0,p_blue_gnome,p_green_forest,p_green_basket,40,2,2,10,0,1,1,1,space,1.2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,243.3013,243.9458,,,,,,,,2,p_orange_gnome,2,2,p_yellow_forest,p_blue_basket,p_pink_gnome,2,7,p_green_forest,p_green_basket,0,5,1,0,0,p_blue_gnome,p_green_forest,p_green_basket,40,2,3,11,3,1,2,5,space,1.2945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,247.9957,248.6375,,,,,,,,1,p_green_gnome,1,3,p_yellow_forest,p_blue_basket,p_blue_gnome,1,8,p_green_forest,p_green_basket,0,5,1,0,0,p_blue_gnome,p_green_forest,p_green_basket,40,3,0,12,2,1,1,5,space,0.4589,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,251.8211,252.4998,,,,,,,,1,p_green_gnome,1,3,p_yellow_forest,p_blue_basket,p_blue_gnome,1,8,p_green_forest,p_green_basket,0,1,1,0,0,p_blue_gnome,p_green_forest,p_green_basket,40,3,1,13,0,1,1,1,space,1.3266,0.000199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,256.589,257.2549,,,,,,,,2,p_orange_gnome,2,3,p_yellow_forest,p_blue_basket,p_pink_gnome,2,8,p_green_forest,p_green_basket,0,1,1,0,0,p_blue_gnome,p_green_forest,p_green_basket,40,3,2,14,1,1,2,1,space,1.6621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,261.6563,262.3109,,,,,,,,2,p_pink_gnome,2,8,p_green_forest,p_green_basket,p_orange_gnome,2,3,p_yellow_forest,p_blue_basket,0,1,1,0,0,p_blue_gnome,p_green_forest,p_green_basket,40,3,3,15,1,1,2,1,space,0.477799999,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,265.5355,266.1814,s,0.7506,0.000599998,,space,1.9466,,2,p_orange_gnome,2,4,p_yellow_forest,p_blue_basket,p_pink_gnome,2,9,p_green_forest,p_green_basket,0,1,0,1,0,p_orange_gnome,p_yellow_forest,p_blue_basket,40,4,0,16,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,272.8988,273.5439,,,,,,,,1,p_blue_gnome,1,9,p_green_forest,p_green_basket,p_green_gnome,1,4,p_yellow_forest,p_blue_basket,0,5,1,0,0,p_orange_gnome,p_yellow_forest,p_blue_basket,40,4,1,17,2,1,1,5,space,0.476699999,0.000200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,276.435,277.1106,k,1.1365,0.000200001,,space,3.5535,0.000199999,1,p_blue_gnome,1,9,p_green_forest,p_green_basket,p_green_gnome,1,4,p_yellow_forest,p_blue_basket,0,1,0,1,0,p_green_gnome,p_yellow_forest,p_blue_basket,40,4,2,18,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,285.4343,286.084,,,,,,,,2,p_pink_gnome,2,9,p_green_forest,p_green_basket,p_orange_gnome,2,4,p_yellow_forest,p_blue_basket,0,5,1,0,0,p_green_gnome,p_yellow_forest,p_blue_basket,40,4,3,19,3,1,2,5,space,1.29,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.3715,0.000299999,space,58.5801,0.000299999,ressources/step1_stim7.png,ressources/step1_stim6.png,k,0.5413,ressources/step2_background1.png,ressources/step2_stim1.png,0.8706,1,2,2179,0,0,0,0,0,0,0,s,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim2.png,ressources/step1_stim8.png,k,0.3219,ressources/step2_background1.png,ressources/step2_stim1.png,0.378,5,35,2214,0,0,0,0,0,0,0,k,0,1,0,1,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim2.png,ressources/step1_stim8.png,k,0.4219,ressources/step2_background1.png,ressources/step2_stim1.png,0.4551,1,5,2219,0,0,0,0,0,0,0,s,0,2,0,2,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim6.png,ressources/step1_stim7.png,s,0.3887,ressources/step2_background1.png,ressources/step2_stim1.png,0.0622,1,5,2224,0,0,0,0,0,0,0,s,0,3,0,3,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim1.png,ressources/step1_stim3.png,s,0.7326,ressources/step2_background1.png,ressources/step2_stim1.png,0.3431,5,35,2259,0,0,0,0,0,0,0,k,0,4,0,4,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim2.png,ressources/step1_stim8.png,k,0.4747,ressources/step2_background1.png,ressources/step2_stim1.png,0.3043,5,35,2294,0,0,0,0,0,0,0,k,0,5,0,5,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim4.png,ressources/step1_stim5.png,s,0.2721,ressources/step2_background1.png,ressources/step2_stim1.png,0.3229,1,5,2299,1,0,1,0,0,1,1,s,1,6,0,6,0,1,,
